filename,objectid,digital_collection,title,description,date,type,rights,format,link,pubtype,pubtype-full,rightsstatement,source,number,language,creator,subject,subject-lcsh,publisher,cdmid,old-objectid
uica_cis0896.pdf,uica_cis0896,UI Extension Publications,Christmas tree marketing,4 p.; 28 cm.,1991-06-01,Text,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives department at libspec@uidaho.edu.",application/pdf,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ui_ep/id/30361,Current Information Series,Current Information Series (University of Idaho. College of Agriculture),http://rightsstatements.org/vocab/InC-EDU/1.0/,Special Collections Idaho S 53 (Between E3 - E415),896,eng,"Guenthner, Joseph F.; White, Donald R.; Levi, Annette E.",Christmas trees; marketing,Christmas trees--Marketing; Christmas tree industry--Idaho,University of Idaho. Agricultural Extension Service,30361,uiext30361
uica_cis0897.pdf,uica_cis0897,UI Extension Publications,Herbicides for the home garden,4 p.; 28 cm.,1991-06-01,Text,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives department at libspec@uidaho.edu.",application/pdf,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ui_ep/id/30366,Current Information Series,Current Information Series (University of Idaho. College of Agriculture),http://rightsstatements.org/vocab/InC-EDU/1.0/,Special Collections Idaho S 53 (Between E3 - E415),897,eng,"Callihan, Robert H., 1933-; Bell, Susan M.; Parker-Clark, Vickie J.",herbicides; home gardening,Gardens--Diseases and pests--Control,University of Idaho. Agricultural Extension Service,30366,uiext30366
uica_cis0898.pdf,uica_cis0898,UI Extension Publications,Pears in the home garden,4 p.; 28 cm.,1991-06-01,Text,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",application/pdf,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ui_ep/id/30371,Current Information Series,Current Information Series (University of Idaho. College of Agriculture),http://rightsstatements.org/vocab/InC-EDU/1.0/,Special Collections Idaho S 53 (Between E3 - E415),898,eng,"Colt, William Michael; Fallahi, Esmaeil; Fellman, John K.",home gardening; pears,Fruit-culture--Idaho; Pear--Varieties--Idaho,University of Idaho. Agricultural Extension Service,30371,uiext30371
uica_cis0899.pdf,uica_cis0899,UI Extension Publications,Dryland wheat production in southeastern Idaho and northern Utah,4 p.; 28 cm.,1991-07-01,Text,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives department at libspec@uidaho.edu.",application/pdf,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ui_ep/id/30376,Current Information Series,Current Information Series (University of Idaho. College of Agriculture),http://rightsstatements.org/vocab/InC-EDU/1.0/,Special Collections Idaho S 53 (Between E3 - E415),899,eng,"Tindall, Terry A.; Massee, Truman W.; Mahler, Robert L.",dryland farming; wheat,Wheat--Fertilizers--Idaho; Wheat--Fertilizers--Utah,University of Idaho. Agricultural Extension Service,30376,uiext30376
uica_cis0901.pdf,uica_cis0901,UI Extension Publications,Resource use under three tillage systems for winter wheat in northern Idaho,4 p.; 28 cm.,1991-11-01,Text,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",application/pdf,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ui_ep/id/30381,Current Information Series,Current Information Series (University of Idaho. College of Agriculture),http://rightsstatements.org/vocab/InC-EDU/1.0/,Special Collections Idaho S 53 (Between E3 - E415),901,eng,"Lyman, Bruce E.; Patterson, Paul E., 1952-",sustainable agriculture; tillage; winter wheat,Wheat--Idaho,University of Idaho. Agricultural Extension Service,30381,uiext30381
uica_cis0902.pdf,uica_cis0902,UI Extension Publications,Mosquitoes and what you can do about them,4 p.; 28 cm.,1991-11-01,Text,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",application/pdf,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ui_ep/id/30386,Current Information Series,Current Information Series (University of Idaho. College of Agriculture),http://rightsstatements.org/vocab/InC-EDU/1.0/,Special Collections Idaho S 53 (Between E3 - E415),902,eng,"Homan, Hugh W.; Klowden, Marc J.",mosquito control,Mosquitoes--Control,University of Idaho. Agricultural Extension Service,30386,uiext30386
uica_cis0900.pdf,uica_cis0900,UI Extension Publications,Groundwater in Idaho,"8 p.: ill., maps; 28 cm.",1991-08-01,Text,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives department at libspec@uidaho.edu.",application/pdf,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ui_ep/id/30395,Current Information Series,Current Information Series (University of Idaho. College of Agriculture),http://rightsstatements.org/vocab/InC-EDU/1.0/,Special Collections Idaho S 53 (Between E3 - E415),900,eng,"Van Steeter, Mark M.; Mahler, Robert L.; Mink, Leland L.",groundwater,Water quality--Idaho; Groundwater--Idaho,University of Idaho. Agricultural Extension Service,30395,uiext30395
uica_cis0903.pdf,uica_cis0903,UI Extension Publications,Phosphorus nutrition of potatoes,4 p.; 28 cm.,1991-10-01,Text,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",application/pdf,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ui_ep/id/30400,Current Information Series,Current Information Series (University of Idaho. College of Agriculture),http://rightsstatements.org/vocab/InC-EDU/1.0/,Special Collections Idaho S 53 (Between E3 - E415),903,eng,"Tindall, Terry A.",phosphorus; plant nutrition; potatoes,Potatoes--Fertilizers,University of Idaho. Agricultural Extension Service,30400,uiext30400
uica_cis0904.pdf,uica_cis0904,UI Extension Publications,Feeding newborn lambs,3 p.: ill.; 28 cm.,1991-11-01,Text,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives department at libspec@uidaho.edu.",application/pdf,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ui_ep/id/30405,Current Information Series,Current Information Series (University of Idaho. College of Agriculture),http://rightsstatements.org/vocab/InC-EDU/1.0/,Special Collections Idaho S 53 (Between E3 - E415),904,eng,"Duren, Edward P.; Bulgin, Marie S.",lamb feeding,Lambs--Feeding and feeds,University of Idaho. Agricultural Extension Service,30405,uiext30405
uica_cis0905.pdf,uica_cis0905,UI Extension Publications,Corn smuts,3 p.: ill.; 28 cm.,1991-11-01,Text,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives department at libspec@uidaho.edu.",application/pdf,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ui_ep/id/30410,Current Information Series,Current Information Series (University of Idaho. College of Agriculture),http://rightsstatements.org/vocab/InC-EDU/1.0/,Special Collections Idaho S 53 (Between E3 - E415),905,eng,"Mohan, S. Krishna; Forster, Robert L.; Wilson, Dale O.",corn; smut diseases,Corn--Diseases and pests--Idaho,University of Idaho. Agricultural Extension Service,30410,uiext30410
uica_cis0907.pdf,uica_cis0907,UI Extension Publications,Phosphates in detergents,1 sheet; 28 cm.,1991-12-01,Text,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",application/pdf,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ui_ep/id/30413,Current Information Series,Current Information Series (University of Idaho. College of Agriculture),http://rightsstatements.org/vocab/InC-EDU/1.0/,Special Collections Idaho S 53 (Between E3 - E415),907,eng,"Porter, Ernestine",detergents; phosphates,"Water quality--Idaho; Detergent pollution of rivers, lakes, etc.",University of Idaho. Agricultural Extension Service,30413,uiext30413
uica_cis0906.pdf,uica_cis0906,UI Extension Publications,Mandatory seed laws and other Idaho seed potato issues,4 p.; 28 cm.,1991-11-01,Text,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",application/pdf,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ui_ep/id/30418,Current Information Series,Current Information Series (University of Idaho. College of Agriculture),http://rightsstatements.org/vocab/InC-EDU/1.0/,Special Collections Idaho S 53 (Between E3 - E415),906,eng,"Guenthner, Joseph F., 1951-",agricultural policy; potatoes; seeds,Potato industry--Law and legislation--Idaho,University of Idaho. Agricultural Extension Service,30418,uiext30418
uica_cis0909.pdf,uica_cis0909,UI Extension Publications,Gladiolus for the home garden,4 p.: ill.; 28 cm.,1992-02-01,Text,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives department at libspec@uidaho.edu.",application/pdf,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ui_ep/id/30423,Current Information Series,Current Information Series (University of Idaho. College of Agriculture),http://rightsstatements.org/vocab/InC-EDU/1.0/,Special Collections Idaho S 53 (Between E3 - E415),909,eng,"Colt, W. Michael (William Michael), 1940-",gardening; Gladiolus,Flower gardening,University of Idaho. Agricultural Extension Service,30423,uiext30423
uica_cis0908.pdf,uica_cis0908,UI Extension Publications,Control of alfalfa hay insects in Idaho,6 p.; 28 cm.,1992-01-01,Text,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives department at libspec@uidaho.edu.",application/pdf,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ui_ep/id/30430,Current Information Series,Current Information Series (University of Idaho. College of Agriculture),http://rightsstatements.org/vocab/InC-EDU/1.0/,Special Collections Idaho S 53 (Between E3 - E415),908,eng,"Homan, Hugh W.; Baird, Craig R.",alfalfa hay; crops; insect control; plant pests,Alfalfa--Diseases and pests--Control,University of Idaho. Agricultural Extension Service,30430,uiext30430
uica_cis0911.pdf,uica_cis0911,UI Extension Publications,Northern Idaho lawns,4 p.; 28 cm.,1992-01-01,Text,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",application/pdf,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ui_ep/id/30435,Current Information Series,Current Information Series (University of Idaho. College of Agriculture),http://rightsstatements.org/vocab/InC-EDU/1.0/,Special Collections Idaho S 53 (Between E3 - E415),911,eng,"Parker-Clark, Vickie J.; Mahler, Robert L.",lawns and turf,Lawns--Idaho,University of Idaho. Agricultural Extension Service,30435,uiext30435
uica_cis0910.pdf,uica_cis0910,UI Extension Publications,Sweet corn production for the small-market grower and home gardener,4 p.; 28 cm.,1991-12-01,Text,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",application/pdf,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ui_ep/id/30442,Current Information Series,Current Information Series (University of Idaho. College of Agriculture),http://rightsstatements.org/vocab/InC-EDU/1.0/,Special Collections Idaho S 53 (Between E3 - E415),910,eng,"Wilson, Dale O.; Colt, William Michael; Mohan, S. Krishna",crop production; home gardening; small-scale farming; sweetcorn; vegetable growing,Vegetable gardening; Sweet corn--Marketing,University of Idaho. Agricultural Extension Service,30442,uiext30442
uica_cis0912.pdf,uica_cis0912,UI Extension Publications,Forecasting Idaho potato acreage,4 p.; 28 cm.,1992-01-01,Text,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives department at libspec@uidaho.edu.",application/pdf,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ui_ep/id/30447,Current Information Series,Current Information Series (University of Idaho. College of Agriculture),http://rightsstatements.org/vocab/InC-EDU/1.0/,Special Collections Idaho S 53 (Between E3 - E415),912,eng,"Guenthner, Joseph F.; Chapman, James T.",crop acreage; potatoes,Potato industry--Idaho--Statistics,University of Idaho. Agricultural Extension Service,30447,uiext30447
uica_cis0914.pdf,uica_cis0914,UI Extension Publications,Corky ringspot of potatoes,1 sheet: ill.; 28 cm.,1992-01-01,Text,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives department at libspec@uidaho.edu.",application/pdf,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ui_ep/id/30450,Current Information Series,Current Information Series (University of Idaho. College of Agriculture),http://rightsstatements.org/vocab/InC-EDU/1.0/,Special Collections Idaho S 53 (Between E3 - E415),914,eng,"Hafez, Saad L.",disease control; plant diseases and disorders; potatoes,Potatoes--Diseases and pests,University of Idaho. Agricultural Extension Service,30450,uiext30450
uica_cis0913.pdf,uica_cis0913,UI Extension Publications,The demand for Idaho potatoes,4 p.; 28 cm.,1992-01-01,Text,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",application/pdf,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ui_ep/id/30455,Current Information Series,Current Information Series (University of Idaho. College of Agriculture),http://rightsstatements.org/vocab/InC-EDU/1.0/,Special Collections Idaho S 53 (Between E3 - E415),913,eng,"Guenthner, Joseph F., 1951-; Levi, Annette E.; Lin, Bing-Whan",consumer demand; potatoes,Potato industry--Idaho--Statistics,University of Idaho. Agricultural Extension Service,30455,uiext30455
uica_cis0915.pdf,uica_cis0915,UI Extension Publications,Wheat: it's nutritive value for cattle,3 p.; 28 cm.,1992-01-01,Text,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Libra",application/pdf,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ui_ep/id/30460,Current Information Series,Current Information Series (University of Idaho. College of Agriculture),http://rightsstatements.org/vocab/InC-EDU/1.0/,Special Collections Idaho S 53 (Between E3 - E415),915,eng,"Bull, Richard C.",animal nutrition; cattle feeds; wheat,Cattle--Feedings and feeds; Wheat--Utilization,University of Idaho. Agricultual Extension Service,30460,uiext30460
uica_cis0916.pdf,uica_cis0916,UI Extension Publications,Creating a healthy farm lease,4 p.: map; 28 cm.,1992-02-01,Text,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives department at libspec@uidaho.edu.",application/pdf,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ui_ep/id/30465,Current Information Series,Current Information Series (University of Idaho. College of Agriculture),http://rightsstatements.org/vocab/InC-EDU/1.0/,Special Collections Idaho S 53 (Between E3 - E415),916,eng,"Withers, Russell V.; Seavert, Clark F.",farm leases,Farms--Idaho--Ownership,University of Idaho. Agricultural Extension Service,30465,uiext30465
uica_cis0917.pdf,uica_cis0917,UI Extension Publications,Marketing nursery stock,3 p.; 28 cm.,1992-02-01,Text,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",application/pdf,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ui_ep/id/30470,Current Information Series,Current Information Series (University of Idaho. College of Agriculture),http://rightsstatements.org/vocab/InC-EDU/1.0/,Special Collections Idaho S 53 (Between E3 - E415),917,eng,"Mount, Michael H.",marketing; nursery stock,Nurseries (Horticulture)--Marketing,University of Idaho. Agricultural Extension Service,30470,uiext30470
uica_cis0918.pdf,uica_cis0918,UI Extension Publications,Improve pork quality: reduce PSE and other defects,3 p.; 28 cm.,1992-02-01,Text,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",application/pdf,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ui_ep/id/30475,Current Information Series,Current Information Series (University of Idaho. College of Agriculture),http://rightsstatements.org/vocab/InC-EDU/1.0/,Special Collections Idaho S 53 (Between E3 - E415),918,eng,"Boggess, Mark V.",carcass quality; food quality; pig carcasses; pork,Pork--Quality,University of Idaho. Agricultural Extension Service,30475,uiext30475
uica_cis0919.pdf,uica_cis0919,UI Extension Publications,Cultural management of Ranger Russet potatoes,3 p.; 28 cm.,1992-02-01,Text,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives department at libspec@uidaho.edu.",application/pdf,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ui_ep/id/30480,Current Information Series,Current Information Series (University of Idaho. College of Agriculture),http://rightsstatements.org/vocab/InC-EDU/1.0/,Special Collections Idaho S 53 (Between E3 - E415),919,eng,"Love, Stephen L.",crop management; potatoes,Potatoes--Varieties--Idaho,University of Idaho. Agricultural Extension Service,30480,uiext30480
uica_cis0920.pdf,uica_cis0920,UI Extension Publications,Northern Idaho fertilizer guide: spring barley,4 p.; 28 cm.,1992-02-01,Text,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",application/pdf,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ui_ep/id/30485,Current Information Series,Current Information Series (University of Idaho. College of Agriculture),http://rightsstatements.org/vocab/InC-EDU/1.0/,Special Collections Idaho S 53 (Between E3 - E415),920,eng,"Mahler, Robert L.; Guy, Stephen O.",fertilizer application; spring barley,Barley--Fertilizers,University of Idaho. Agricultural Extension Service,30485,uiext30485
uica_cis0921.pdf,uica_cis0921,UI Extension Publications,Northern Idaho fertilizer guide: spring wheat,4 p.; 28 cm.,1992-02-01,Text,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",application/pdf,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ui_ep/id/30490,Current Information Series,Current Information Series (University of Idaho. College of Agriculture),http://rightsstatements.org/vocab/InC-EDU/1.0/,Special Collections Idaho S 53 (Between E3 - E415),921,eng,"Mahler, Robert L.; Guy, Stephen O.",fertilizer application; spring wheat,Wheat--Fertilizers,University of Idaho. Agricultural Extension Service,30490,uiext30490
uica_cis0922.pdf,uica_cis0922,UI Extension Publications,Fertilizing gardens,4 p.: ill.; 28 cm.,1992-02-01,Text,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives department at libspec@uidaho.edu.",application/pdf,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ui_ep/id/30495,Current Information Series,Current Information Series (University of Idaho. College of Agriculture),http://rightsstatements.org/vocab/InC-EDU/1.0/,Special Collections Idaho S 53 (Between E3 - E415),922,eng,"Mahler, Robert L.; Tindall, Terry A.; Bell, Susan M.",fertilizer application; gardens,Gardens--Fertilizers,University of Idaho. Agricultural Extension Service,30495,uiext30495
uica_cis0924.pdf,uica_cis0924,UI Extension Publications,Western corn rootworm,1 sheet: ill.; 28 cm.,1992-04-01,Text,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Libra",application/pdf,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ui_ep/id/30498,Current Information Series,Current Information Series (University of Idaho. College of Agriculture),http://rightsstatements.org/vocab/InC-EDU/1.0/,Special Collections Idaho S 53 (Between E3 - E415),924,eng,"Homan, Hugh W.; Bolz, Darrell G.; Baird, Craig R.",Diabrotica virgifera virgifera,Corn--Diseases and pests--Control,University of Idaho. Agricultual Extension Service,30498,uiext30498
uica_cis0923.pdf,uica_cis0923,UI Extension Publications,"Choosing nursery stock for landscaping, conservation and reforestation",4 p.; 28 cm.,1992-03-01,Text,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives department at libspec@uidaho.edu.",application/pdf,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ui_ep/id/30503,Current Information Series,Current Information Series (University of Idaho. College of Agriculture),http://rightsstatements.org/vocab/InC-EDU/1.0/,Special Collections Idaho S 53 (Between E3 - E415),923,eng,"Dumroese, R. Kasten; Mahoney, Ronald L. (Ronald Lynn); Wenny, David L.",conservation plants; nursery stock; ornamental plants; reforestation,Landscape architecture; Conservation of natural resources,University of Idaho. Agricultural Extension Service,30503,uiext30503
uica_cis0925.pdf,uica_cis0925,UI Extension Publications,Potato nematodes and their control,4 p.: ill.; 28 cm.,1992-04-01,Text,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",application/pdf,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ui_ep/id/30508,Current Information Series,Current Information Series (University of Idaho. College of Agriculture),http://rightsstatements.org/vocab/InC-EDU/1.0/,Special Collections Idaho S 53 (Between E3 - E415),925,eng,"Hafez, Saad L.; Thornton, Michael K., 1958-",nematode control; potatoes,Potatoes--Diseases and pests--Control,University of Idaho. Agricultural Extension Service,30508,uiext30508
uica_cis0927.pdf,uica_cis0927,UI Extension Publications,Packaging: buy smarter,1 sheet; 28 cm.,1992-04-01,Text,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",application/pdf,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ui_ep/id/30511,Current Information Series,Current Information Series (University of Idaho. College of Agriculture),http://rightsstatements.org/vocab/InC-EDU/1.0/,Special Collections Idaho S 53 (Between E3 - E415),927,eng,"Porter, Ernestine",environmental impact; packaging,Consumer behavior; Consumer education,University of Idaho. Agricultural Extension Service,30511,uiext30511
uica_cis0926.pdf,uica_cis0926,UI Extension Publications,Waste not: the five Rs,3 p.; 28 cm.,1992-04-01,Text,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Libra",application/pdf,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ui_ep/id/30516,Current Information Series,Current Information Series (University of Idaho. College of Agriculture),http://rightsstatements.org/vocab/InC-EDU/1.0/,Special Collections Idaho S 53 (Between E3 - E415),926,eng,"Porter, Ernestine",recycling; waste reduction,"Recycling (Waste, etc.); Salvage (Waste, etc.)",University of Idaho. Agricultual Extension Service,30516,uiext30516
uica_cis0928.pdf,uica_cis0928,UI Extension Publications,Waste not: reduce,1 sheet; 28 cm.,1992-04-01,Text,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Libra",application/pdf,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ui_ep/id/30519,Current Information Series,Current Information Series (University of Idaho. College of Agriculture),http://rightsstatements.org/vocab/InC-EDU/1.0/,Special Collections Idaho S 53 (Between E3 - E415),928,eng,"Porter, Ernestine",recycling; waste reduction,"Recycling (Waste, etc.); Salvage (Waste, etc.)",University of Idaho. Agricultual Extension Service,30519,uiext30519
uica_cis0929.pdf,uica_cis0929,UI Extension Publications,Waste not: reuse,1 sheet; 28 cm.,1992-04-01,Text,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Libra",application/pdf,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ui_ep/id/30522,Current Information Series,Current Information Series (University of Idaho. College of Agriculture),http://rightsstatements.org/vocab/InC-EDU/1.0/,Special Collections Idaho S 53 (Between E3 - E415),929,eng,"Porter, Ernestine",recycling,"Recycling (Waste, etc.); Salvage (Waste, etc.)",University of Idaho. Agricultual Extension Service,30522,uiext30522
uica_cis0930.pdf,uica_cis0930,UI Extension Publications,Managing grass clippings at home,3 p.; 28 cm.,1992-04-01,Text,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",application/pdf,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ui_ep/id/30527,Current Information Series,Current Information Series (University of Idaho. College of Agriculture),http://rightsstatements.org/vocab/InC-EDU/1.0/,Special Collections Idaho S 53 (Between E3 - E415),930,eng,"Karsky, Thomas J.; Taylor, Roy E.",turf management; yard wastes,Mulching; Turf management,University of Idaho. Agricultural Extension Service,30527,uiext30527
uica_cis0931.pdf,uica_cis0931,UI Extension Publications,Strawberry production: overview,3 p.; 28 cm.,1992-07-01,Text,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",application/pdf,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ui_ep/id/30532,Current Information Series,Current Information Series (University of Idaho. College of Agriculture),http://rightsstatements.org/vocab/InC-EDU/1.0/,Special Collections Idaho S 53 (Between E3 - E415),931,eng,"Barney, Danny L.; Davis, Buce B.; Fellman, John K.",crop production; strawberries,Strawberry industry--Idaho--Statistics; Strawberry industry--Idaho--Management,University of Idaho. Agricultural Extension Service,30532,uiext30532
uica_cis0933.pdf,uica_cis0933,UI Extension Publications,Colter six row spring feed barley,1 sheet: ill.; 28 cm.,1992-06-01,Text,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives department at libspec@uidaho.edu.",application/pdf,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ui_ep/id/30535,Current Information Series,Current Information Series (University of Idaho. College of Agriculture),http://rightsstatements.org/vocab/InC-EDU/1.0/,Special Collections Idaho S 53 (Between E3 - E415),933,eng,"Robertson, Larry D.",feed barley; spring barley,Barley--Varieties--Idaho,University of Idaho. Agricultural Extension Service,30535,uiext30535
